comments,date
Why why does the phone itself look so ugly?,2020-02-14T21:19:19.000Z
Parece una cocina,2020-02-14T21:05:14.000Z
Please don&#39;t use exynos,2020-02-14T21:02:57.000Z
GUYS THIS CAMERA ALSO ISN&#39;T NICE AT ALL (if you understand),2020-02-14T21:01:57.000Z
++ advanced,2020-02-14T20:56:29.000Z
This is basically a camera with a phone on it,2020-02-14T20:56:28.000Z
"Samsung- &quot;we added this, that, we also added something new, we invented it&quot;. Blah blah blah blah blah<br /><br />Apple- &quot;its a new iPhone&quot;",2020-02-14T20:52:54.000Z
Apple got destroyeddddd,2020-02-14T20:51:10.000Z
D O N &#39; T<br />D I E <br />B R O T H E R,2020-02-14T20:47:36.000Z
Looks like a cooktop,2020-02-14T20:45:53.000Z
Incredible,2020-02-14T20:42:58.000Z
I don&#39;t have money for it😭😭😭,2020-02-14T20:42:46.000Z
Samsung&gt;Apple<br />Samsung forever!!!,2020-02-14T20:41:40.000Z
Poor:get samsung<br />Normal people:get huawei.<br />Rich:get iphone!!!!<br /><br />Now get Huawei or iphone,2020-02-14T20:40:19.000Z
"<a href=""https://youtu.be/wJZQcPBCtqg"">https://youtu.be/wJZQcPBCtqg</a>",2020-02-14T20:39:43.000Z
me: mom can I get the s20<br />mom: left the chat,2020-02-14T20:39:22.000Z
This boutta cost 2k,2020-02-14T20:38:38.000Z
...,2020-02-14T20:36:52.000Z
Me watching the s20 ultra : I want it now!!!<br />My wallet : no no no,2020-02-14T20:36:05.000Z
LOL so Samsung just made an awesome camera and built a phone around it.,2020-02-14T20:28:27.000Z
YA TENGO 15 DIAS ESPERANDO MIS ENTRADAS Y FUE UNA ODISEA REGISTRAR LA DICHOSA FACTURAAAAAAA<br />QUIERO MIS ENTRADAS O SEGUIRE PENSANDO QUE ES MENTIRA PUBLICIDAD FALSA😤😤😤😤😤😤😤,2020-02-14T20:23:50.000Z
This gonna destroy the apple market for sho,2020-02-14T20:23:22.000Z
iPhone is shaking,2020-02-14T20:22:54.000Z
T-T-TERIBITE OF STORAGE?,2020-02-14T20:17:36.000Z
"Why I like Samsung more than apple<br /><br />50% because they are better than apple<br /><br />50% because they don’t tuRn off coments 🤣<br /><br />Edit| I don’t hate apple, I have an apple ipad but I like Samsung more. And also thank you for top comment 😊",2020-02-14T20:17:26.000Z
To bad there is still the hole in the screen,2020-02-14T20:14:10.000Z
Samsung: <b>Releases Quad Camera Phone</b><br /><br />Apple: <b>you weren’t supposed to do that</b>,2020-02-14T20:13:57.000Z
and it has mode for the moon like the Huawei P30,2020-02-14T20:13:50.000Z
L&#39;audio è fantastico,2020-02-14T20:13:17.000Z
Do people but phones just for the camera??,2020-02-14T20:09:50.000Z
تحفة 😭,2020-02-14T20:08:06.000Z
"Why are you all complaining about the price of the phone, if everyone just adds the price of the phone to their phone plan?",2020-02-14T20:03:20.000Z
"MEME <a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m47s"">1:47</a>",2020-02-14T20:02:39.000Z
"Nobody:<br />Phone ads: <a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=0m07s"">0:07</a>",2020-02-14T19:58:33.000Z
"depending on country, carrier,and user environment. Netflix subscription required. Download restrictions apply. <a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m22s"">2:22</a>- I Quit..😂😂",2020-02-14T19:57:59.000Z
Everyone: how much does the phone cost?<br />Samsung: yes,2020-02-14T19:55:08.000Z
"It costs $1599, if a person works 9 hours daily and 20 in a month with minimum wage they can buy that with 1 and a quarter salary. I live in turkey and it costs 12000₺, 6 times of month salary",2020-02-14T19:54:53.000Z
I mean I know the Camera is great but It isn&#39;t the whole phone,2020-02-14T19:51:31.000Z
c&#39;mon I just got an s10+,2020-02-14T19:42:17.000Z
Here at apple we are  proud to announce  our full HD screen with  a z14 ionic+covalent processor to our newest iphone ....<br /><br /><br />People:👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽,2020-02-14T19:40:43.000Z
"It&#39;s the ugliest thing I&#39;ve ever seen, and that Samsung used from the s6 edge plus, so I stay in my s10 + for a long time.  Cheers",2020-02-14T19:40:05.000Z
Just amazing! Pioneers of mobile industry,2020-02-14T19:36:07.000Z
so the price,2020-02-14T19:30:07.000Z
"With the galaxy s120 ultra&#39;s space zoom, we will be able to see stars and planets",2020-02-14T19:23:41.000Z
Waiting For Note 20 Ultra,2020-02-14T19:21:59.000Z
How much does this cost?<br />Samsung: Yes,2020-02-14T18:55:44.000Z
"It&#39;s great, but they could have designed it better. It looks horrible!",2020-02-14T18:53:15.000Z
Galaxy S20 2020??,2020-02-14T18:52:12.000Z
Samsung: Galaxy s30 Super Saiyan Mastered Ultra Instict,2020-02-14T18:51:37.000Z
<b>Wow</b>,2020-02-14T18:45:08.000Z
8k? You started uploading 24hours ago?,2020-02-14T18:44:35.000Z
Android for life,2020-02-14T18:43:44.000Z
Not bad,2020-02-14T18:39:51.000Z
What about the front camera??,2020-02-14T18:34:12.000Z
This is crazy,2020-02-14T18:27:05.000Z
TFW I realize a phone has better specs than my computer,2020-02-14T18:19:42.000Z
The beautiful phone,2020-02-14T18:19:41.000Z
the phone has 8k resolution while this video itself is 1080p,2020-02-14T18:16:17.000Z
"Available in grey and black, why this boring?",2020-02-14T18:15:55.000Z
WOW,2020-02-14T18:15:50.000Z
"Yeah, nice camera set, but it had to be in the center of the back not in the corner.",2020-02-14T18:15:22.000Z
I’m an Apple fan but I’m not complaining about this phone. I’m considering buying it when it releases and trying it out,2020-02-14T18:06:51.000Z
NGL I love apple but they just got thrashed,2020-02-14T18:03:22.000Z
Look my camera has a phone,2020-02-14T17:59:27.000Z
Wowwwwwwwwww😱😱😱😱,2020-02-14T17:57:53.000Z
You&#39;re buying a camera that comes with a phone,2020-02-14T17:56:47.000Z
This year Samsung has innovated in the price :),2020-02-14T17:49:30.000Z
No words...for inventor.......thanks...for future.,2020-02-14T17:45:54.000Z
Let me take a look in my wallet<br /><br />Oh I don&#39;t even have a wallet..,2020-02-14T17:42:50.000Z
Samsung and Apple are those companies that don&#39;t know counting,2020-02-14T17:42:48.000Z
Tf is up with Apple and Samsung cameras? Seems like there having a battle on which designer can make a bigger camera lol,2020-02-14T17:42:27.000Z
It just gets better and better. <br />Personally I would by this than the new flip phones.,2020-02-14T17:41:42.000Z
It looks horrible the design 🤮 the photos looks pretty well <br />I&#39;m not a hater -_- I got s10+,2020-02-14T17:41:21.000Z
iPhone 11 &gt;&gt;&gt; S20,2020-02-14T17:37:51.000Z
<b>cries in broke</b>,2020-02-14T17:37:45.000Z
Impressive,2020-02-14T17:36:26.000Z
8K.....,2020-02-14T17:27:57.000Z
Samsung is TRASH,2020-02-14T17:25:48.000Z
My heart says yes<br />My wallet says no,2020-02-14T17:23:16.000Z
wow i was thinking of getting the a20 but im going to save up for this,2020-02-14T17:21:47.000Z
Brain: Galaxy S20 Ultra<br />Heart: Galaxy Z Flip<br />Wallet: Ladybug phone from Diary of a Wimpy Kid,2020-02-14T17:14:19.000Z
WTFKKKKKK,2020-02-14T17:10:50.000Z
I&#39;m from in morocco <br />Aboné sur ma chaîne pliiis,2020-02-14T17:08:25.000Z
Nothing mention about front camera,2020-02-14T17:04:04.000Z
Нихрена себе камера😮,2020-02-14T16:58:52.000Z
"دوبله فارسیش <a href=""https://www.aparat.com/v/H342E"">https://www.aparat.com/v/H342E</a>",2020-02-14T16:55:45.000Z
Lol the 5G thing is a strait up lie. It&#39;s barely faster than 4G untill probably 2022,2020-02-14T16:53:17.000Z
Samsung have jacked off the s series,2020-02-14T16:51:26.000Z
2019: Camera Phone<br /><br />2020: Phone Camera,2020-02-14T16:51:23.000Z
Boi this is too much sad,2020-02-14T16:50:08.000Z
"Samsung=Expensive Phone, with only 2 Years software update so sadly stupid.. some people will say you can still update software i get it.. but what i really mean samsung should getting better on software update.. not to mention imessage, samsung should makes their own messaging service i know they can😎 but as for now i came from s8 and they just leave us without software update.. while my wife still uses iphone 7 and still get the last update.. i leave samsung for iPhone 11🤣 and the last thing to mention INSTAGRAM ON SAMSUNG ARE THE WOST EXPERIENCES YOU WILL EVER HAVE, 8K AND I BET THEY STILL SUCKS AT UPLOADING TO INSTAGRAM STILL STUPIDLY CHOPPY LIKE MINECRAFT,  i know some people don’t live on instagram but most of people share trough instagram so yeah i don’t care how good specs.. i just want something work seamlessly and reliable so i think iPhone11 still crush SAMSUNG STUPID PRODUCT",2020-02-14T16:48:37.000Z
Awesome samsung!great revolution!my wish is to be s20 with pop-up selfie too.then it would be great,2020-02-14T16:47:47.000Z
2010: Look I can zoom in 2 times!<br />2020: Look I can zoom in Jupiter!,2020-02-14T16:44:53.000Z
S20 Ultra Instinct + Pro Max XS: <b>Im abouta end this mans whole career</b>,2020-02-14T16:42:11.000Z
<b>I will buy on 2025</b>,2020-02-14T16:40:47.000Z
I switch to Samsung ♥❤️ I loved that cell bye iPhone,2020-02-14T16:40:10.000Z
Now all I need to do is wait 5 more years till it became 50% drop price from 2020,2020-02-14T16:33:40.000Z
The 100X zoom demonstration from the S20 Ultra didn&#39;t look as impressive as the 50x zoom moon shot demonstration from the Huawei P30 Pro. I guess it&#39;s easier to focus on the moon at night and get a clear image since there&#39;s less light from the surroundings.,2020-02-14T16:33:06.000Z
"2010: Mom, just 1 hr till I download the movie. <br />2020: 10 sec is too long to wait for a movie.",2020-02-14T16:32:41.000Z
Next year they should add refrigerator on the back of it,2020-02-14T16:27:56.000Z
1.5 terrabyte im shoked,2020-02-14T16:27:44.000Z
Don&#39;t know that whether samsung has launched a camera or mobile phone. <br />Idiots,2020-02-14T16:25:15.000Z
The model camera very cool but i like camera s10 model.. because thats like iPhone11 :),2020-02-14T16:23:10.000Z
The first phone that makes me want to leave Apple.,2020-02-14T16:21:56.000Z
nyrch NICE,2020-02-14T16:19:44.000Z
Ngl this camera is impressive,2020-02-14T16:19:26.000Z
"Pause at <a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=0m57s"">0:57</a>, who can find the dog? (reply to this comment if you did)",2020-02-14T16:14:14.000Z
The s20 looks pretty cool ngl...I&#39;ll stay with my note9 tho,2020-02-14T16:13:25.000Z
Where is 4K quality Introduction? Samsung 💔,2020-02-14T16:13:21.000Z
Am i buying a cellphone or a camera lol,2020-02-14T16:13:10.000Z
iPhone 11: Im the icon of 2019 and I will alaways be!<br />S20 Ultra: I&#39;m about to end his whole career.,2020-02-14T16:11:46.000Z
Fuckingly ridiculous. 🔥,2020-02-14T16:10:55.000Z
I like samsung and i want s20 so hard but theres no way i can have it🙂🙂,2020-02-14T16:08:40.000Z
i wonder how much it cost for its processor upgrades,2020-02-14T16:07:12.000Z
Is this a phone or a camera??,2020-02-14T16:07:05.000Z
B E S T  P H O N E  E V E R !,2020-02-14T16:04:06.000Z
Id love to buy this <br />But I&#39;m too broke 😔,2020-02-14T16:03:51.000Z
Not interesting made something that bring peace to my Heart Not More Stress artifical world without God I not like this Grand Evolution and HUMAN race Development at The zend Death,2020-02-14T15:56:17.000Z
"When i hear that 1.5 TB, i just want to throw my 200 gb laptop.",2020-02-14T15:54:11.000Z
<b>*laughs in Samsung Galaxy S4*</b>,2020-02-14T15:53:37.000Z
1.5terabyte🤒,2020-02-14T15:53:32.000Z
How much storage space do we need for this?,2020-02-14T15:52:31.000Z
Waiting for Note 20 Ultra,2020-02-14T15:50:53.000Z
This is getting out of hand,2020-02-14T15:49:43.000Z
"If you don&#39;t update note 8 to android 10 ...i will never buy samsung anymore...learn sth from apple...<a href=""http://www.youtube.com/results?search_query=%23badsupport"">#badsupport</a>",2020-02-14T15:48:14.000Z
"Nice ,but how much",2020-02-14T15:42:32.000Z
Let&#39;s wait for Apple to copy this and make it iPhone 20 ult- I mean pro.,2020-02-14T15:40:50.000Z
Ok Lowkey I was always down for switching from iPhone to note but GAH DAM now you’ve got me hook line and sinker,2020-02-14T15:35:29.000Z
Y cant samsung or apple give us an upgradable phone and why dont u introduce only upgrades every year? Yu guys are forcing us to change our phone every year. I bet this phone was a plan of 2015 and giving us in 2020. Slowing down technologies only for ur benifits. Bluetooth was introduced in 1998 and we got airpods after 20 years!!!,2020-02-14T15:34:10.000Z
The whole advertisement was about how great camera S20 has. This is just like releasing new Phone with better camera and higher costs😑,2020-02-14T15:30:34.000Z
"I used to like Samsung but after blocking my device I won’t ever but anything from Samsung<br /><a href=""http://www.youtube.com/results?search_query=%23thisdeviceisnotfullyfunctionallinyourregion"">#thisdeviceisnotfullyfunctionallinyourregion</a> <a href=""http://www.youtube.com/results?search_query=%23bullshit"">#bullshit</a>",2020-02-14T15:28:12.000Z
"Whoa there, we&#39;re did my wallet go?",2020-02-14T15:23:28.000Z
"I&#39;m iPhone user ( Xs) and by the looks of it , Apple is slaughtered. I&#39;ve been using iPhone since iphone 5 and this is exactly the kind of phone i was looking for , a phone that will make mi shift from IOS to android",2020-02-14T15:22:36.000Z
sooooo S11 - S19 disappeared just like that huh,2020-02-14T15:21:07.000Z
Samsung S20: 108MP Camera<br />Instagram on samsung&#39;s:  i&#39;m about to end this man&#39;s whole career,2020-02-14T15:20:44.000Z
"Ok, so how about the sound? The screen? The hardware and software? Only explain the camera really.",2020-02-14T15:17:59.000Z
Guts:buy samsung<br /><br />Brain:Apple is trash<br /><br />Walett:huawei P smart is a thing right?,2020-02-14T15:14:22.000Z
♥️♥️♥️,2020-02-14T15:14:08.000Z
"looking good 🙏, Love from India🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳",2020-02-14T15:12:04.000Z
Anca izleriz biz +1,2020-02-14T15:12:00.000Z
Watching on my S9+. Kudos Samsung! I love technology,2020-02-14T15:10:11.000Z
Android user...where’s your dignity?? Just get Apple iPhone already instead copy paste phone,2020-02-14T15:09:01.000Z
You know Samsung did it right when people don&#39;t even complain that they got rid of the headphone jack.,2020-02-14T15:08:07.000Z
"such a nice phone but no software updates after 3 years  for 1500€ is just way to mutch<br />(no apple fan here, s7 edge user and it  pisses me off to dont get any more major updates...)",2020-02-14T15:05:34.000Z
"Espero que la futura generación de Samsung Galaxy sean gafas inteligentes de realidad aumentada. Ya existen compañías como Facebook, Microsoft y Apple que están apostando fuerte por la realidad aumentada para crear la siguiente generación informática del smartphone. En el futuro, los teléfonos inteligentes serán gafas de realidad aumentada interactiva. Salu2",2020-02-14T15:05:12.000Z
the one UI IS AWESOME I REALLY LOVE IT.<br />KEEP IT UPDATED. LOTS OF LOVE.,2020-02-14T15:04:09.000Z
SAMSUNG #1,2020-02-14T14:52:15.000Z
but what is that dot between the flash and the top camera???,2020-02-14T14:49:01.000Z
Right now : 3 cameras <br />Few years later...<br />All phone back filled with cameras,2020-02-14T14:45:53.000Z
Samsung me decepcionó tenia q llamarse S11 porq no es original al copiar lo q hizo Huawei con los nombres tenia q continua la nomenclatura S11 siempre se han caracterizado por ser originales y ahora salen con esto dañaron a la familia S con ese feo salto en el nombre,2020-02-14T14:44:15.000Z
Excited for the next video where you gonna actually talk about the phone,2020-02-14T14:42:39.000Z
옆집 도촬 쌉가는 ㅋㅋㅋㅋ,2020-02-14T14:41:50.000Z
Apple won&#39;t make a phone like this in 30 years,2020-02-14T14:40:05.000Z
The 5G is a no for me or else I would want it,2020-02-14T14:33:32.000Z
All are ok pls remove Irritating punch hole and notch from display....<br />Otherwise no 1<br />Fantastic...,2020-02-14T14:30:49.000Z
"It’s 1,000 dollars...",2020-02-14T14:30:37.000Z
S30: You can take pictures with your head by the extended 6G that connects your mobile with your brains.,2020-02-14T14:29:25.000Z
Too expensive...,2020-02-14T14:24:24.000Z
Now apple will copy this,2020-02-14T14:22:25.000Z
So it&#39;s mobile camera and not<br />Camera mobile,2020-02-14T14:21:26.000Z
Phones are basically cameras now,2020-02-14T14:18:38.000Z
Samsung launches s20 ultra<br />Me with my s3mini: Dont worry am not gonna replace you,2020-02-14T14:18:33.000Z
♡♡♡♡♡samsung♡♡♡ lovers ♡♡♡,2020-02-14T14:17:33.000Z
IPhone is still better than Samsung,2020-02-14T14:15:43.000Z
Lo que parecia una mentira se vuelve realidad :&quot;v,2020-02-14T14:14:25.000Z
"<a href=""https://youtu.be/Rjv16nZSz30"">https://youtu.be/Rjv16nZSz30</a>",2020-02-14T14:13:57.000Z
Did Samsung just have a Britney comeback?,2020-02-14T14:10:54.000Z
This phone reaches high peak of samsumg production ...this is the last production of samsung history,2020-02-14T14:09:00.000Z
Thx i have Rog 2. I do not require more from a smartphone. Gl everyone.,2020-02-14T14:06:25.000Z
"I am so excited for this phone, but I don&#39;t even have the money to buy it.. 😭",2020-02-14T14:04:18.000Z
"Awesome screen, awesome camera, long lasting battery life.<br /><br /><br /><br />I&#39;m sorry.",2020-02-14T14:02:27.000Z
Who else is watching this on their iPhones?,2020-02-14T14:02:25.000Z
"Awesome camera, shame instagram uploads photos in 2mpx",2020-02-14T14:01:50.000Z
"I can&#39;t buy that, I don&#39;t money.",2020-02-14T14:01:04.000Z
But the real question is can I get that tiny super camera without the phone built around it?,2020-02-14T14:00:49.000Z
Samsung: lets make a stove camara,2020-02-14T13:59:26.000Z
Oh good phone...<br /><br />Laughs with a phone that has a headphone jack,2020-02-14T13:59:18.000Z
Wow......we have a phone in a camera📷,2020-02-14T13:57:08.000Z
It&#39;s all about the cameras,2020-02-14T13:56:34.000Z
SAMSUNG I am from Ethiopia am fun of you please reward me one of your product my phone number is +251910500949 thanks in advance!,2020-02-14T13:55:25.000Z
Everybody gangsta till Samsung users start saying &quot;I don&#39;t speak broke&quot;,2020-02-14T13:54:18.000Z
Future is blind only gadget ✌️✨✌️✨,2020-02-14T13:53:44.000Z
Did you guys realise why they call it s20 because it’s year 2020?,2020-02-14T13:53:04.000Z
U guys never fail to impress us,2020-02-14T13:48:25.000Z
It&#39;s not April 1st yet,2020-02-14T13:46:43.000Z
𝑬𝑨𝑺𝑻 𝑶𝑹 𝑾𝑬𝑺𝑻 <br />𝑺𝑨𝑴𝑺𝑼𝑵𝑮 𝑰𝑺 𝑻𝑯𝑬 𝑩𝑬𝑺𝑻😍,2020-02-14T13:42:23.000Z
iphone user left to the group,2020-02-14T13:37:22.000Z
The Death of DSLR&#39;s🔥🙏,2020-02-14T13:35:24.000Z
can i get one for free?,2020-02-14T13:33:48.000Z
Huawei: we got 50x zoom Camera 😎<br /><br />Samsung: hold my beer,2020-02-14T13:32:03.000Z
Samsung is best than Apple,2020-02-14T13:27:51.000Z
She speaks like if this was an Apple commercial,2020-02-14T13:25:00.000Z
It is a camera with 6.9 inch display.,2020-02-14T13:14:33.000Z
Garbage,2020-02-14T13:12:32.000Z
Miss the edge curve display...why u move it 😭,2020-02-14T13:09:18.000Z
🤤🤤🤤🤤🤤,2020-02-14T13:08:17.000Z
The size of phone is huge 🤮🤮,2020-02-14T13:07:31.000Z
WOW! LET ME SEE THE PRICE! 12.000.000 in my country. Halp.,2020-02-14T13:06:50.000Z
Make S50,2020-02-14T13:05:09.000Z
8K Helloooooooooo,2020-02-14T13:04:49.000Z
Apple fans will still try say iPhone is better,2020-02-14T13:04:33.000Z
Applause,2020-02-14T13:04:19.000Z
Gut: get an Apple iPhone.<br /><br />Brain: get a Samsung smartphone.<br /><br />Bank Account:<br /><br />Me: -oof. I don&#39;t even own a credit card...,2020-02-14T13:02:45.000Z
Dslr: we are the Best camera <br /><br />After samsung s20 ultra release<br /><br /><br /><br />Dslr: <b>STILL WE ARE THE BEST CAMERA</b>,2020-02-14T13:00:50.000Z
I love It!!!!,2020-02-14T12:59:38.000Z
It can store 700.500 photos oml,2020-02-14T12:58:38.000Z
Price in India?????,2020-02-14T12:50:01.000Z
Blackpink :v,2020-02-14T12:47:56.000Z
Lets copy apple,2020-02-14T12:39:16.000Z
Algum br probe e ferrado aki?,2020-02-14T12:38:54.000Z
wow thanks so much,2020-02-14T12:36:48.000Z
اكو عرب بالطياره 😂😂,2020-02-14T12:32:38.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=3m01s"">3:01</a> For a second I <b>ACTUALLY</b> Thought that my phone switched off😧",2020-02-14T12:25:51.000Z
Samsung you did it again! Your phones are amazing every year i can&#39;t expect a phone from you that don&#39;t hit world records!,2020-02-14T12:22:33.000Z
The Best phone so far,2020-02-14T12:16:48.000Z
Me: finally i bought s10!<br />Samsung: introduction our s20,2020-02-14T12:16:47.000Z
I honestly dont know why would you need 100× zoom,2020-02-14T12:16:12.000Z
and... this is too much for me,2020-02-14T12:14:42.000Z
I guess 2020 is the year where apple fans go instinct,2020-02-14T12:13:48.000Z
How will I use it when I can&#39;t afford it...... Gift me please...😒🙄,2020-02-14T12:13:31.000Z
I like how Samsung just releases the same technology as apple a few months later almost every release,2020-02-14T12:13:28.000Z
"I bought my s10 2 years ago, what happened to s11, s12, s13, s14, s15, s16, s17, s18, s19?? Did i travel to the future???",2020-02-14T12:12:33.000Z
That zoom...it...it is not real is it? is it?? WELL IS IT????,2020-02-14T12:11:44.000Z
Literally just bought the s10plus.  I can&#39;t keep up!,2020-02-14T12:10:33.000Z
You lost me at Bixby.... then I realised I could disable it.,2020-02-14T12:06:33.000Z
اكسنوز الشرق الاوسط طاحضكم,2020-02-14T12:06:26.000Z
Bruh,2020-02-14T12:06:18.000Z
Ultra deserves better colors,2020-02-14T12:03:13.000Z
Sana all may s20,2020-02-14T12:01:20.000Z
The price as i think is no less then <br />8000$ <br />😂😂😂😂😂😂😂,2020-02-14T11:59:23.000Z
Its crazy🔥🔥🔥🔥,2020-02-14T11:58:29.000Z
🔥🔥👌👌,2020-02-14T11:56:59.000Z
No earphone jack? Ah well... Imma pass,2020-02-14T11:49:07.000Z
R.I.P to the Headphone Jack,2020-02-14T11:47:23.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m25s"">2:25</a> reminds me of galaxy z flip",2020-02-14T11:47:10.000Z
Wow it&#39;s an overkill flagship,2020-02-14T11:44:58.000Z
"If this is the S20, iPhone 12 gonna have to step it&#39;s game up when it&#39;s out.",2020-02-14T11:40:57.000Z
The only thing they didn&#39;t mention is The gaming Performance,2020-02-14T11:40:12.000Z
Why make it 7500 MAH?<br /><br /><br /><br /><br /><br />Oh i see Save it for S21,2020-02-14T11:39:35.000Z
"<b>Some guy who was an samsung fan but changed sides to apple, then samsung releases s20 ultra defeating apple iphone 11 pro</b><br /><br />Samsung: You could not live with your own failure and where did that bring you, back to me.",2020-02-14T11:38:38.000Z
Preordered ;),2020-02-14T11:37:16.000Z
🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤢🤢🤢🤢🤢🤢,2020-02-14T11:33:32.000Z
What about  gaming with  the  mobile,2020-02-14T11:33:00.000Z
Alien on Mars :- no body can see us<br />Samsung :- hold my beer🍺.,2020-02-14T11:30:41.000Z
"8K res will SUCK your 1.5Terabyte even just 1 min recording, change to 1K or 2K res at settings to save more space.<br />Bye lumia 1020 😭😭 i miss you<br />Huawiuu, Iphog and SamFuuuu kill you and become history.o",2020-02-14T11:28:14.000Z
Samsung: Who can create this phone?<br />Enstein:,2020-02-14T11:26:45.000Z
Thanks for making a beast phone SAMSUNG .<br />i think I&#39;ll be able to buy it the next 4 years !,2020-02-14T11:23:36.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=02m00s"">02:00</a>At any one notice 4.6 million views and like just 2K how it possible...😂😂😂🤣🤣🤣",2020-02-14T11:20:56.000Z
Mine,2020-02-14T11:17:35.000Z
iPhone 11 4k video s20 8k twice as much,2020-02-14T11:16:55.000Z
"I knowww,this ad dont show us water <a href=""http://proof.samsung/"">proof.Samsung</a> just tell us about how cool the other thing is😁",2020-02-14T11:14:46.000Z
Apple left the Chat....,2020-02-14T11:13:47.000Z
100x zoom?😂 so now huawei can shut up,2020-02-14T11:12:20.000Z
S 20 ultraaaaaaaaaaa,2020-02-14T11:11:40.000Z
"Samsung: <b>Cameras</b><br />Apple: <b>Displays, Ear buds, Laptops, PC And Tablets</b><br />Huawei and Honor: <b>Other gadgets and glasses</b><br />Oppo and Vivo: <b>Design (Including, Selfie Camera)</b>",2020-02-14T11:11:14.000Z
Oh my greed please calm down,2020-02-14T11:09:00.000Z
Samsung: Here&#39;s our new phone.<br />Vloggers: Let&#39;s do it.<br />• Scratch Test<br />• Bend Test<br />• Drop Test<br />• Space Drop Test<br />• Blend Test<br />• Microwave Test<br />• Shredder Test<br /><br /><br />👏👏👏,2020-02-14T11:07:07.000Z
Me: Cant wait for s11<br /><br />Samsung: s20,2020-02-14T11:03:36.000Z
Goodbye Iphone,2020-02-14T11:01:32.000Z
Can I have one for free? I&#39;ve been one of your user for awhile now.,2020-02-14T10:57:59.000Z
Apple users: Samsung camera is bad<br />Samsung: Ok we will make it better<br /><b>proceeds to completely abandon other features</b>,2020-02-14T10:49:13.000Z
"After galaxy note 4, finally a Samsung phobe i want to buy",2020-02-14T10:49:02.000Z
WHY IS THERE 4 CAMERAS?! JUST USE 1!,2020-02-14T10:45:27.000Z
😲i want this phone so bad!!!!,2020-02-14T10:44:20.000Z
"tangina, waaaaaant",2020-02-14T10:40:00.000Z
"Samsung has better ad now. They ACTUALLY talk about specs, not some or orchestral music and some shiny 3d model",2020-02-14T10:39:43.000Z
Price?,2020-02-14T10:38:08.000Z
Onnum parayanilla😵,2020-02-14T10:34:38.000Z
(Tarekan kutipan kupulan arisan pujah kesumah pakek guna uang      duit hepeng menih RP rupiyah),2020-02-14T10:32:50.000Z
They need to combine this with the Samsung Apex 😉,2020-02-14T10:31:23.000Z
Waiting for P40 series.,2020-02-14T10:30:34.000Z
😔😔😔😔😔😔😔💔❤,2020-02-14T10:29:22.000Z
Samsung introducing 16GB RAM phones and me watching this video in my 1GB RAM  phone<br />SAD LIFE 😧😧,2020-02-14T10:24:28.000Z
Camera is like iphone 11,2020-02-14T10:23:02.000Z
Clap clap,2020-02-14T10:19:25.000Z
Apple is gonna have a hard time after this one.,2020-02-14T10:16:00.000Z
Mom....i need your credit card🤣🤣,2020-02-14T10:12:28.000Z
1.5 terra byte whhaatt,2020-02-14T10:11:24.000Z
Common Samsung ice been using your phones for a long time but now its time stop it. Do you think people are so crazy to buy this phones at this prices. Chinese manufacturers are offering the same spec for much lower price. I will look into one plus brand no more samsung. I will even convince people not to buy your overpriced phones bye bye Samsung,2020-02-14T10:10:15.000Z
The most powerful phone,2020-02-14T10:08:53.000Z
How much in the philippines?,2020-02-14T10:08:00.000Z
<b>JAMES WEB ?</b><br />WHATS THAT !,2020-02-14T10:06:12.000Z
No camera marketing will every beat this.,2020-02-14T10:00:01.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=0m46s"">0:46</a> now you can zoom in wow 😮 😂",2020-02-14T09:56:19.000Z
From 3 cameras to 5 wow,2020-02-14T09:52:42.000Z
Buy note 20 instead of s20,2020-02-14T09:48:43.000Z
What&#39;s the point of getting this? The new one will be out next year,2020-02-14T09:48:28.000Z
Is netflix free then?,2020-02-14T09:46:27.000Z
i think buy this phone i have to sell my one eye and one kidney.....,2020-02-14T09:41:09.000Z
Forget movie cameras I want one of these,2020-02-14T09:40:45.000Z
<b>Apple left the chat</b>,2020-02-14T09:39:07.000Z
I well buy this 💟💟💟,2020-02-14T09:35:30.000Z
Change mobile she said 😂😂😂😂,2020-02-14T09:30:09.000Z
🤦‍♂️,2020-02-14T09:28:47.000Z
So..give me one bruhh😂,2020-02-14T09:27:23.000Z
Wth dude....i just bought pro max.,2020-02-14T09:27:10.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m21s"">2:21</a> Like Asus Zenfone Max Pro M1",2020-02-14T09:25:55.000Z
