,brand,created_at,favorite_count,id,retweet_count,source,text,user_created_at,user_followers_count,user_friends_count,user_id,user_name,user_screen_name,sentiment
553,0,2020-04-08 21:36:00,0,1248001673219325953,0,Twitter for Android,"@deadtingfest No, i use a Samsung device",2014-07-15 12:40:14,7062,4912,2712596775,I Love Girls With Trobul,OlayinkaSuraj,-0.296
554,0,2020-04-08 21:35:48,1,1248001623072428033,0,Twitter for Android,@Nonniblaze @OsitaSommy @Uwkuhc Nah... Wetin i wan do when egbe di involved. Fight with umuaka na ese igbo amd orij… https://t.co/dL0d0JNgvA,2018-08-14 15:03:13,3033,949,1029382944216031232,PapaAdanna,AdannaPapa,-0.3818
558,0,2020-04-08 21:33:16,1,1248000988163825665,0,Twitter for Android,"@MoeedNj absolutely wrong. China is loosing heavily. Samsung, Sony, Siemens closing down their production in China and moving to Taiwan.",2010-06-01 07:27:46,1875,207,150566024,SAGALIAN:,_sagalian,-0.5256
560,0,2020-04-08 21:32:59,0,1248000916730626049,0,Twitter for Android,@340woodsideave @Daniel_Rubino @PedroCol18 What do you mean for the MateX? Good or bad with pictures? Been so unhap… https://t.co/5fW5IRlU3Y,2008-11-28 22:41:50,406,525,17721777,I am Surface Neo 🇧🇪❤️🏴󠁧󠁢󠁳󠁣󠁴󠁿,jaymelbe,-0.2406
562,0,2020-04-08 21:32:35,0,1248000813429112834,0,Twitter for iPhone,@ChadyBwoy @Thee_Travii No Samsung around here sir 💀,2020-04-06 09:49:35,21,26,1247099055592935424,Akela Mullings,AlafiaAkela,-0.296
574,0,2020-04-08 21:28:01,0,1247999665083056128,0,Twitter for Android,"@elmangrr You lie no one dn't have a samsung 
Do this after",2020-04-08 21:11:40,4,145,1247995499778576385,Young Youry,YouryYoung,-0.296
584,0,2020-04-08 21:21:51,1,1247998114717261824,0,Khoros Marketing,"@LeeTBD81 Sorry to hear that, Lee. We're investigating reports of crashes and freezes on Samsung Galaxy S20 devices… https://t.co/cYTUVfjR3t",2017-04-04 19:33:07,233555,2228,849344094681870336,Niantic Support,NianticHelp,-0.1027
586,0,2020-04-08 21:21:22,1,1247997991149023232,0,Twitter for Android,@bendyYT_bs Samsung no cap,2020-02-24 21:01:50,282,605,1232047942024015873,trashyy™,trashyybs1,-0.296
598,0,2020-04-08 21:16:48,0,1247996842077491202,0,Twitter for iPhone,@Slim_Giant @saloe2398 Bt there ar no separate tariffs mearnt for iphone users how z samsung mantainance diffz from tht of n iphone,2019-02-11 09:10:03,11,15,1094886269111468032,Rabii Raboski,taufuramera,-0.296
603,0,2020-04-08 21:14:14,0,1247996194619621376,0,Twitter for iPhone,"@ms_aria101 @Honorglobal Nah, Apple rip offs that can’t get it right. My work phone is Samsung, can’t stand it",2011-03-23 19:08:58,413,410,271045088,Dom,dom85ross,-0.1027
608,0,2020-04-08 21:10:16,1,1247995200083034113,0,Twitter for Android,@MajesticSZN @kateszn Thats what i had it's so bad i went back to Samsung because iphones just aren't for me,2020-01-04 07:52:34,79,293,1213367544897097731,Eir For Aggro?,EirOn60Fps,-0.6696
610,0,2020-04-08 21:09:39,1,1247995044809920517,0,Twitter for Android,"It's insane how Google took so many years to add that feature (not counting some brands like Xiaomi, Huawei/Honor o… https://t.co/aq9MX6hMGk",2016-05-28 17:34:34,198,1033,736611635838746624,こたくん,ko_ta_ne,-0.0516
613,0,2020-04-08 21:08:04,0,1247994642613899264,0,Twitter for Android,@SneedTech If thats the case where is the class action lawsuit for Samsung for making the S20 lowband 5G only while… https://t.co/Iwxil8oQLt,2010-08-12 19:51:39,31,113,177677714,Terrell,Terrell352,-0.2263
617,0,2020-04-08 21:06:30,0,1247994251679617026,0,Twitter for iPad,@instagram @mosseri Hello Instagram I have a problem posting pictures off of my Samsung tablet leaving numerous inf… https://t.co/rkT8wJYdoz,2016-01-18 15:28:35,130,172,4824429784,My Info m.,gmf1234567,-0.4019
631,0,2020-04-08 21:01:28,0,1247992981967245312,0,Twitter for Android,"@its_Exorcist i want lauren Summer's fat ass, chahy qmobile la dy ya samsung bhenchod",2016-11-24 06:17:26,9975,4462,801671045589700608,Quarantined Affan,parhlayaffan,-0.4939
634,0,2020-04-08 21:00:24,2,1247992713938644998,0,Twitter for Android,@Shivamking__ @ashertech @MaxWinebach Dude you can hard press to move the shutter button wherever you want on any Samsung devices.,2009-09-30 22:52:46,44,403,78731624,striker. 🇯🇲🇱🇷,banglaz,-0.0258
642,0,2020-04-08 20:56:35,0,1247991756018204673,0,Twitter for Android,"I need a new tablet, and it turns out I need to find one asap. 🙄 I don't want another Samsung Galaxy Tab, but rathe… https://t.co/I8K0hppCbb",2009-01-21 01:52:03,74,557,19270490,Janessa Broadbridge,Talizmyn,-0.0286
650,0,2020-04-08 20:55:12,0,1247991407975059457,0,Twitter for Android,"@NianticHelp hello, when you gonna fix the problem on samsung galaxy s20+ ?",2020-04-07 17:49:01,0,3,1247582097763598349,Karramele,Karramele1,-0.4019
661,0,2020-04-08 20:50:04,0,1247990115147882496,0,Twitter for iPhone,@superscientific Kinda sad how long you have waited on probably the mist expensive device samsung offer. Android 11… https://t.co/HVUAPl7ydb,2016-11-14 11:00:44,6,96,798118460047970305,Daniel,CrAzY_HaMsTeR_2,-0.4228
666,0,2020-04-08 20:48:36,1,1247989745701007360,0,Twitter for Android,@hahahahaaniyah They don't work well on curved Samsung screens,2019-12-30 21:17:10,900,520,1211758103097532416,§,s44dcba,-0.2057
678,0,2020-04-08 20:43:38,0,1247988496134033414,0,Twitter for Android,@HalifaxBank Any reason why you guys don't support Samsung pay?,2014-04-01 12:59:35,143,451,2422081069,Chris,oGodChris,-0.2411
680,0,2020-04-08 20:43:21,8,1247988424562245633,0,Twitter for Android,@it_meirl_bot Apple fanboys actually making up shit now lmao. My storage was always running low when I had my phone… https://t.co/cZ0qGPnffO,2019-08-10 02:50:48,34,104,1160020642554470402,匚卄尺丨丂 🦠,23BitChris,-0.2023
683,0,2020-04-08 20:42:17,0,1247988157859102723,0,Twitter for Android,@OnePlus_USA No price and who the hell is going to sell them. This is the worst release date in history. Is the Cor… https://t.co/NGHCfKYbiD,2018-11-24 14:51:25,850,978,1066343537992769537,Virgil Cane,OrvilleCane,-0.8979
690,0,2020-04-08 20:38:40,4,1247987245929254912,1,Twitter Web App,@1daavi @MaxWinebach ABSOLUTELY. i just hate stock android . no useful features. the only reason i stuck with samsung is there one UI,2017-11-28 08:30:28,5,83,935425646150303749,Lita,litaziang9,-0.7162
705,0,2020-04-08 20:31:53,0,1247985537052487683,0,Twitter for iPhone,"@Hadeyparty From the reviews I read, some gamers were complaining about the Samsung Galaxy Tab S4, but I don’t need… https://t.co/In3faV0gAE",2019-08-06 19:00:06,784,777,1158815024355401728,🐜hony.CHIKOGU,cikojr8800,-0.1027
712,0,2020-04-08 20:29:04,3,1247984831562219522,0,Twitter for Android,"@banglaz @theMrMobile @Fraize @SamsungSupport

Yeah sadly when it comes to Samsung unlocked doesn't mean anything,… https://t.co/dUNzioZ9GK",2015-12-13 11:12:03,176,94,4469523255,Tech Leprechaun,TheRLeprechaun,-0.1531
717,0,2020-04-08 20:27:38,0,1247984469660893184,0,Twitter Web App,@lasterd80 @MaxWinebach @AravindFZS @Rj1290r As you can see I see the good and the bad of both sides. but you are l… https://t.co/k4zZevC09P,2017-11-28 07:49:36,13,129,935415361926811648,Menuka Samarakkody,Menuka_Samare,-0.0772
739,0,2020-04-08 20:17:02,0,1247981803434057728,0,Twitter for Android,"@LakersCanes305 And you hesitated to convert to apple. Mind you, I'm still team Samsung and staying put. ✊",2012-10-19 15:24:18,224,763,891198422,Carlos G. (Pikachu),carlosjg81,-0.3182
740,0,2020-04-08 20:16:34,0,1247981683355168769,0,Twitter Web App,@domesticanimal I was unimpressed when Samsung bunged that function on my phone - am sure it was to exercise shame… https://t.co/9SHh6ThfxK,2007-03-19 13:09:55,232,217,1501271,Ice Nine,IceNine,-0.0258
766,0,2020-04-08 20:07:11,0,1247979320913489920,0,Twitter for Android,My bud @abhiis295 got the OnePlus 7 Pro after using Samsung flagships. Even he doesn't appreciate the lackluster ex… https://t.co/nt7mVm9IS5,2012-03-04 11:40:40,79,178,514247462,Shaurya,barelysure,-0.3089
769,0,2020-04-08 20:06:15,0,1247979086548480000,1,Twitter Web App,@BhadmusAkeem Badoosky nobody's telling anyone not to win giveaway but at least know the kind of people you beg fro… https://t.co/dp71O88x3F,2017-09-26 23:59:56,3651,1492,912829121738297345,Ewa Agoyin Lagos Plug,Ade_authority,-0.2584
771,0,2020-04-08 20:05:32,1,1247978905753051137,0,Twitter for iPhone,@hyunjinseuIgi ugh i feel u about the headphone jack!!! that’s why it took so long for me (only a few months ago lo… https://t.co/qYmK3iV8o9,2019-04-15 23:42:03,314,316,1117936151350906880,syd⁷☾ ♡ jjong,jinnnieT_T,-0.5684
785,0,2020-04-08 19:59:11,0,1247977309354819590,0,Twitter Web App,@RealSylviaUdeh Trouble in paradise..I have a Samsung..😀😀😀🏃🏃🏃,2019-08-07 20:32:51,9,16,1159200752356794370,Busisiwe,BusisiweSimela5,-0.4019
801,0,2020-04-08 19:52:02,0,1247975508798832643,0,Twitter for Android,@EE Hi ! Has anyone else lost the use of individual contact ring tones on their Samsung since updating,2009-07-31 07:03:40,239,1261,61714376,Boris Livingston,borislivingston,-0.3802
813,0,2020-04-08 19:45:36,0,1247973891898855424,0,Khoros Marketing,"@Rabid_Geek We're sorry for the trouble, Trainer. We are looking into reports of increased crashes and freezes when… https://t.co/f7nrXU4P5Y",2017-04-04 19:33:07,233555,2228,849344094681870336,Niantic Support,NianticHelp,-0.25
825,0,2020-04-08 19:40:53,2,1247972705682378752,0,Twitter for Android,"@isolatedvarna Doesn't matter don't use in future,
Use nokia, asus or samsung 
Or go for apple 
I researched a little ☺️",2020-01-21 11:14:54,3661,619,1219579074609238017,Afreen Ansari 🇮🇳,afreen4india,-0.0191
839,0,2020-04-08 19:36:57,1,1247971715679948805,0,Twitter for Android,@CosmicWonderrr I have a sweaty hands problem and I bruise my fingers while writing or using a PS4 controller. Orde… https://t.co/eqleVjexrz,2012-02-09 11:02:02,1576,316,487436214,Dmitrievich Levin,rai__asif,-0.4019
841,0,2020-04-08 19:36:24,0,1247971576726708224,0,Twitter Web App,"@SamsungIndia Hi Samsung Team,
I am facing charging problem with my samsung M30s handset purchased on 2Oct 2019. I… https://t.co/Gnj6cIqBLa",2010-05-06 08:21:38,4,0,140744122,Chintan Rana,chintanrana,-0.4019
843,0,2020-04-08 19:34:35,1,1247971117505097728,0,Twitter for iPhone,@lvixf 🙀🙀🙀to no Samsung,2020-01-13 02:46:52,225,155,1216552073128554496,Bê🏄🏼‍♀️,bsfranc,-0.296
845,0,2020-04-08 19:34:25,0,1247971077558546438,0,Twitter for Android,"@Airtel_Zambia No dm icon on your Twitter. Samsung A20, mpika. 0977321621",2014-06-15 07:47:52,961,932,2610780759,February Ten👑,TowieTowy,-0.296
856,0,2020-04-08 19:32:21,0,1247970558446362624,0,Twitter for Android,@Suaespontis @JoshingYouNow What anger? The only anger I am seeing is you keep telling me I'm angry when I am not.… https://t.co/OfvcdMJ0ks,2018-01-23 22:57:23,49,57,955937535506690048,Kat and Abbie,kat_abbie,-0.8934
862,0,2020-04-08 19:30:44,0,1247970147815395328,0,Twitter for Android,@SamsungMobile May be Samsung will be the first phone available with anti theft features. for more information abou… https://t.co/mjkU4rqh7B,2016-07-26 20:11:03,15,6,758031899457490944,Dillip Rout,Dilliprout68,-0.3182
865,0,2020-04-08 19:29:28,0,1247969831934197766,0,Twitter for Android,@tallatumair @Lokioddin0x Tcl kei customer service bakwas hai. Samsung kei psl offer thi margalla electronics pay w… https://t.co/Z4fQ2D8bq3,2017-04-02 10:01:29,255,526,848475465627074560,نصیر احمد,NaseeerAhmed_84,-0.1027
867,0,2020-04-08 19:28:54,0,1247969686198853633,0,Twitter Web App,@ak_square9 @RistoRalsei I have seen this panic too... About phones I'm not rich enough to chose freely among all m… https://t.co/SbUMbB0Smo,2010-07-05 16:56:35,1897,1258,163136794,Hans Johansson,HansCJohansson,-0.5992
868,0,2020-04-08 19:28:33,0,1247969601582964741,0,Twitter for iPad,"@000GOOBY No, it’s not feasible. It’s a decent distance, but it’s a known issue for Samsung series 6 SmartTVs. It o… https://t.co/2PYcoA7DKr",2008-07-21 15:55:33,561,405,15516591,Scott Lunn 🖤,scottlunn,-0.1531
881,0,2020-04-08 19:24:31,1,1247968583533166592,0,Twitter for iPhone,@mhabrown My Samsung got damaged that’s why I’m using an iPhone😂,2019-06-21 17:01:11,21176,7498,1142115256522743809,JAYDEN🇬🇭,JaydenTheMenace,-0.4404
886,0,2020-04-08 19:23:42,0,1247968380193251328,0,Twitter for Android,@NianticHelp when are you going to sort of the freezing problems with the Samsung S20 range. I haven't been able to… https://t.co/dDmVBthB1e,2011-11-23 17:36:32,31,151,419698307,Sandy,Sandyteaser,-0.5256
891,0,2020-04-08 19:22:51,3,1247968167294468096,0,Twitter for Android,@OnePlus_IN @DisplayMate Buy Samsung. No more Chinese phones,2011-03-10 18:04:16,242,622,263764793,Avik Roy,Avik207,-0.296
900,0,2020-04-08 19:21:44,0,1247967883768053766,0,Twitter for iPhone,@BobRektYou @HatemBMZ @SupremeJay808 @Xbox Bullshit. The Samsung S20 has on the Paper More Power then the Iphone 11… https://t.co/imk7p15kAj,2016-09-21 13:28:53,3,29,778586798607966208,Rezzko Official,Rezzko_Official,-0.5859
907,0,2020-04-08 19:19:27,0,1247967308410236930,0,Twitter for iPhone,"@MindOfShantel @Chubby_Daniels @OgbeniDipo I hate to have conversations like this.
Are all android phones made in C… https://t.co/GEigK4NUh5",2018-05-16 16:03:47,563,810,996783277989138432,Jayjay,SirJayxx4,-0.296
910,0,2020-04-08 19:18:22,0,1247967038745837576,0,Twitter for iPhone,@jayant_rohila @OneplusParody No probably and iPhone 11/pro/max or Samsung S20/20+20u because these have a 120 degr… https://t.co/L5x4Z8ZNdy,2020-03-29 16:49:37,7,99,1244305633110884354,Plantey2.0.3,3Plantey2,-0.296
930,0,2020-04-08 19:11:38,0,1247965341109456896,0,Twitter for Android,@libradragons @scarfprincesss what nik blurred out: samsung has betrayed me and conformed to dongling... there is n… https://t.co/HDATu3V7mk,2015-08-06 07:15:34,127,170,3307584416,✨ mermer!! 💜 belbel!! ✨,acidrageroar,-0.6124
935,0,2020-04-08 19:10:33,0,1247965070430265346,0,TweetDeck,"@hynek @jezdez @offby1 I've had all kinds of SSDs die, just like other disks do. Mostly due to vendor firmware fuck… https://t.co/uE8zQJ2vJB",2008-07-06 08:44:19,480,216,15331567,theuni,theuni,-0.34
940,0,2020-04-08 19:08:00,0,1247964430391894016,0,Twitter Web App,"@insidetechltd Jeez, they stood out in the midrange, but if they mark up the prices to ultra-premium I'm not sure h… https://t.co/TeXNiDacJw",2018-08-18 20:36:11,44,48,1030916289617743872,Tokq,TokqGFX,-0.3491
961,0,2020-04-08 18:57:35,0,1247961808440188928,0,Twitter for Android,@TechQuotesDaily I used s7 for 3.5 years and got update even after 3 years... So i think u hve no idea on samsung f… https://t.co/uympQgCiud,2009-11-11 11:49:41,619,829,89166783,Ashis kar,ashiskar02,-0.3535
963,0,2020-04-08 18:56:34,1,1247961551191052288,0,Twitterrific for Mac,"@theuni @jezdez @offby1 In my reality, _everything_ is secondary storage. ;) Bad experience with that particular Sa… https://t.co/qh2t1uxvcU",2008-05-26 22:59:25,6940,172,14914177,Hynek Schlawack,hynek,-0.3818
965,0,2020-04-08 18:55:47,0,1247961354830479362,0,Khoros Marketing,"@JR____23 We're sorry for the radio silence, Trainer. The app crashing and freezing issue on Samsung Galaxy S20 dev… https://t.co/hgEdyez0KZ",2017-04-04 19:33:07,233555,2228,849344094681870336,Niantic Support,NianticHelp,-0.1779
971,0,2020-04-08 18:50:46,0,1247960090252062720,0,Twitter for Android,@acruxhan @dawnofjacky 😔😔😔 i've only ever had samsung sue me for not quite liking the style of iphones jsksk,2018-06-03 18:34:57,280,330,1003344302712545282,tana²⁶♡ⁿᵉᵒᶻᵒⁿᵉ,drippinncity,-0.3559
972,0,2020-04-08 18:50:24,0,1247959998480756737,0,Twitter for Android,@archivante This is why you should have a Samsung 😌 there's no home button anymore,2015-07-26 18:36:01,706,1279,3295851662,ℳ𝒾𝓃𝒾ℯ⁷🍀 is a clown 🤡,taekuma_,-0.296
978,0,2020-04-08 18:49:04,0,1247959664115044352,0,Twitter for iPhone,@ohnoitmatt @HeaviestBoy Samsung is so ass lol,2019-05-31 19:23:02,778,823,1134540809779462146,ok,RoadhouseGamer,-0.3427
1017,0,2020-04-08 18:35:18,0,1247956200781725697,0,Twitter for Android,@Samsung_Pak Working hard 👋👋👋 @BTS_twt,2018-12-29 16:39:43,13,19,1079054365791522817,MOARMY⁷🧙‍♂️,asialover2000,-0.1027
1021,0,2020-04-08 18:33:46,0,1247955812800180224,0,Twitter for Android,@odog575 @MaxWinebach The March update was released but I think it caused some display issues so Samsung stopped th… https://t.co/mbUNprIXTm,2020-02-04 00:54:59,449,401,1224496494574735360,Jason Wiltjer,jmwilt17,-0.4152
1023,0,2020-04-08 18:33:19,1,1247955702217400321,0,Twitter for Android,@potam1304 It is Samsung. I'm in terrible pains. And I dunno what to do.,2009-08-31 00:37:57,1473,642,70259271,𝑭𝒍𝒖𝒇𝒇𝒚 𝑻𝒊𝒏𝒌𝒆𝒓𝒃𝒆𝒍𝒍🌟☥,FluffyBabe_,-0.7096
1026,0,2020-04-08 18:32:06,1,1247955395152396288,0,Twitter Web App,@NianticHelp FIX SAMSUNG S20 PROBLEMS FIRST,2011-08-31 14:49:13,79,182,365493124,Anders S. Hansen,Andershansen92,-0.5319
1031,0,2020-04-08 18:29:55,3,1247954843152658433,0,Twitter for Android,@NianticHelp @PokemonGoApp Can you fix the issue with Samsung S20s so I can lose 15 in a row???,2009-05-09 12:36:28,75,524,38845530,lucia,bluetantrum,-0.5451
1040,0,2020-04-08 18:28:00,14,1247954361130586113,0,Twitter Web App,"@SavedYouAClickV If a controller can have a god damn headphone jack then phones should too. Looking at you Huawei, Apple and samsung.",2019-03-27 06:15:01,14,119,1110787286936027136,Zaipor,zaipor18,-0.1531
1042,0,2020-04-08 18:27:43,0,1247954292171870214,0,Twitter for Android,@sayanton_roy @theycallme_hc @YashGoya24 @PeteLau Level of Samsung and Apple? Are you nuts? Samsung and Apple are a… https://t.co/s9002oevMj,2010-12-24 03:24:13,1524,1859,230047662,HellBat,HellBatFE,-0.3939
1051,0,2020-04-08 18:24:30,0,1247953479563456512,0,Twitter for Android,@BeerNouveau @SheffHopcast Early samsung phones had them also USB hard drives,2009-07-11 11:35:08,1597,2566,55813321,Mark The Gasman,markthegasman,-0.1027
1056,0,2020-04-08 18:23:57,1,1247953343328268289,0,Twitter for Android,gotta admit it looks more sleek but. sigh i always have a problem whenever an app or samsung changes the ui,2019-07-30 02:50:55,84,99,1156034408006193152,ks ☁️,ksfrmi,-0.3827
1078,0,2020-04-08 18:18:48,0,1247952045707051010,0,Twitter for Android,"@NicolleDWallace My Samsung never ducks, not ever ducking anything. But it surely lets me say what the fuck, and th… https://t.co/bImngvFuG8",2016-09-08 13:57:36,94,181,773882983820431360,Samuel Rosen,samrosen26,-0.1531
1079,0,2020-04-08 18:18:47,0,1247952043387400193,0,Twitter for iPhone,"@danharris No more iPhones for me. I just bought Samsung Galaxy, South Korean company w/phone manufactured in India… https://t.co/JSxKxUvWS6",2020-02-08 19:02:31,7,63,1226219711899283457,geneticeditor,geneticeditor1,-0.296
1080,0,2020-04-08 18:18:29,0,1247951967655284736,0,Twitter for iPhone,@Nvtxliee I’m on a 7+ year old Samsung shit heap so consider yourself lucky,2017-03-16 11:06:47,60,75,842331303185940480,juggin,J24sss,-0.1372
1093,0,2020-04-08 18:14:25,0,1247950942026129415,0,Twitter for Android,"@LosFarmosCTL @MaxWinebach Just need that 120hz and touch response.
Samsung dex is one of a hell feature",2017-08-02 16:52:47,9,36,892790291677065216,Rj,Rj1290r,-0.6808
1105,0,2020-04-08 18:11:30,0,1247950211072380930,0,Twitter for Android,@Samsung_Pak No doubt.. Samsung is on high level with @BTS_twt #BTS,2019-01-25 14:48:35,163,87,1088810869532909568,Kinza Aslam,KinzaAslam4,-0.296
1128,0,2020-04-08 18:05:27,1,1247948686316974080,0,Twitter Web App,"@lostinmusic1982 I hAd one for a month. Hated it. 

Samsung and Snapchat dont mix. 

Meh",2017-08-27 00:27:08,476,262,901601940173455360,"Dr. Grudgels, Licensed M.D. Promise, No Chainsaws",XRobsPunchinBag,-0.6096
1132,0,2020-04-08 18:04:15,1,1247948383861518337,0,Twitter for Android,@jw96___ @MarkZucerkberg @LinusTech The USB C one is a Samsung cable. White Samsung cable become nasty after some time,2012-06-21 06:34:59,111,529,614083726,RTX69,thertx69,-0.5574
1137,0,2020-04-08 18:02:31,1,1247947949369430017,0,Twitter for Android,@edglasgow59 @Apple Samsung next for me. Shame Nokia aren't around now. But I expect some parts are still sourced from CCP,2009-02-19 18:38:44,311,713,21325549,🇬🇧Mark Jordan🇬🇧,cambelt2001,-0.4767
1139,0,2020-04-08 18:02:13,4,1247947874505285632,0,Twitter for iPhone,@iamjieuntokki @lisacursed Or you know she doesn’t want jisoo to get in big trouble with Samsung and be the cause o… https://t.co/f3vqB20bg8,2020-02-16 20:42:45,626,806,1229144071119265792,‎Tinsoul #⃝,tinsouI,-0.34
1141,0,2020-04-08 18:01:15,0,1247947629557841920,0,Twitter for iPhone,never trusting apple again i knew something was up when i got reccomened the bts samsung ad,2019-05-30 20:52:35,40,154,1134200955673743365,lily!⁷,motskoya,-0.3089
1144,0,2020-04-08 18:00:34,0,1247947456731656199,0,Twitter for Android,@samsungmobileng can I drop my Samsung S9+ plus small change to ve any latest machine from ur company?,2012-02-16 09:31:51,3160,1260,493898386,Alagba Gaabu,Angelgabbyshara,-0.2732
1152,0,2020-04-08 17:56:25,0,1247946413587214336,0,Twitter Web App,"@painting_amanda hi , went out to feed some weaker lambs and saw it as I was coming back in just before 10 o'clock… https://t.co/SYXVFRoWmU",2013-12-08 18:53:43,1112,1963,2236451449,Emyr Lyn,emlynevan,-0.4404
1154,0,2020-04-08 17:56:18,0,1247946384260698119,0,Twitter for Android,"@BeerNouveau Some Samsung Galaxy notes used this I think, but usually hard drives. Presumably allows simultaneous t… https://t.co/XdlsxEhb1d",2018-05-07 12:29:56,143,289,993467971308748800,Banbury Beer,BanburyBeer,-0.1531
1157,0,2020-04-08 17:54:47,1,1247946004789366784,0,Twitter for iPhone,"@JustRealQueen we boom
pandora’s box
neo zone
cherry bomb
samsung
you can’t hold my heart
answer
9 and three quarters",2015-11-16 22:16:31,767,342,4205141896,alinka ¹²⁷,SAVOONOH,-0.4939
1158,0,2020-04-08 17:54:32,0,1247945939693776896,0,Twitter for Android,@albiononline so sad u guys... wouldnt work on my samsung galaxy a8.,2015-10-28 23:12:47,3,16,4063793355,Daniel Salisbury,diknbalz4u,-0.5256
1174,0,2020-04-08 17:50:23,0,1247944896473894916,0,Twitter for Android,@Samsung hey Samsung I just saw on news that doctors and nurses are finding it hard to hear and talk i was wonderin… https://t.co/L1Sj1nbHY9,2012-10-22 23:20:24,420,2815,898653884,Daniel liggins,liggerz87,-0.1027
1176,0,2020-04-08 17:49:52,0,1247944765028564992,0,Twitter for Android,@UniverseIce Will it come to s10+ then .... as there were some really big pblms with samsung pay and all ....,2013-08-06 09:21:11,1,66,1649934235,Dr Ajlal Akbar,ajlal_akbar,-0.1027
1184,0,2020-04-08 17:47:42,0,1247944219060088835,0,Twitter for Android,"@Samsung $1,000 for a chrome book! Wtf is wrong with you people?",2010-08-23 20:06:37,5,40,182085946,polarchimp,polarchimp,-0.8016
1187,0,2020-04-08 17:46:45,0,1247943982170157059,0,Twitter for iPhone,"@Ev0Playz @Matateusan That’s not even half as bad as what happened to me. I bought a BRAND NEW Samsung Galaxy S4, a… https://t.co/crrUEDm9pX",2019-03-22 20:05:44,541,203,1109184404549746688,HoennMasters386 (Magma),DexItDeoxys386,-0.5423
1194,0,2020-04-08 17:44:31,1,1247943418879377408,0,Twitter for iPhone,"@SAVOONOH We Go Up = We Boom

Pandora’s Box = Dreams Come True

Neo Zone = Regular-Irregular

Cherry Bomb = Fire Tr… https://t.co/BaxGUena4u",2018-05-14 16:56:20,1056,584,996071724620935173,ᴊυѕтqυєєη🥀 ⁷ °。¹²⁷ °。,JustRealQueen,-0.0258
1197,0,2020-04-08 17:43:55,1,1247943267225931787,0,Twitter for Android,@PriscillaNkoan1 SaMsUnG sucks! I'm on Pixel,2018-04-07 10:15:00,185,144,982562375692967936,Czerwiński,PrincxJr,-0.4199
1204,0,2020-04-08 17:42:12,0,1247942835929632769,0,Twitter for iPhone,"Fuck this I hate everything
Everything is against me trying to stop me and I’m done
I’ve given up trying to switch… https://t.co/VKd0beqxHg",2018-11-04 21:46:40,102,138,1059200281852837888,🍎🔴🐝 Au / Tartarstan 🍎🔴🐝,Slime_bapple,-0.8555
1208,0,2020-04-08 17:41:34,2,1247942678542782464,0,Twitter for Android,@iiits_butters Bro Samsung T5 1Tb SSD and all ur problems will disappear lol,2018-08-01 16:02:59,371,696,1024686940866658306,Sil3nt SSWI,HpsSil3nt,-0.2023
1217,0,2020-04-08 17:39:51,5,1247942246860808193,1,Twitter Web App,@TbangzKekana Imagine calling Huawei products fakes because Samsung led the way a bit. Or calling Chivas a fake bec… https://t.co/A8AvFxEhBX,2012-07-05 21:20:31,417,580,627750610,Tsheponumber10,Tshepono10,-0.7096
1218,0,2020-04-08 17:39:34,0,1247942172315451397,0,Twitter for Android,"@MaxWinebach Looks sick, this would be Samsung's solution to the iPad ecosystem.",2010-12-26 04:27:26,11365,9154,230620556,iDrizzy𓅓,iDrizzy01,-0.25
1222,0,2020-04-08 17:38:30,0,1247941904995475457,0,Twitter for iPhone,@halajoongs hold on lemme check that one out after samsung finishes spitting a fire and a flow,2019-10-11 08:39:18,562,371,1182576353750601729,홍중's arina ❁,hongpockets,-0.34
1223,0,2020-04-08 17:37:37,0,1247941684132003840,0,Twitter for Android,"@ExpSevDavis @kareem_nasser @XboxP3 @yosp @LiquidTitan oh no doubt BUT not at the same level, when it comes down to… https://t.co/cpTgLg0Nql",2009-12-17 22:30:43,10,57,97540222,OverlordDarius,OverlordDarius,-0.3291
1229,0,2020-04-08 17:35:20,0,1247941109046824961,0,Twitter for iPad,@trustedreviews @trustedreviews I’ve just read your Samsung Q80T review but I’m unclear on something - does it have… https://t.co/CitmN8RprC,2015-02-15 17:13:52,68,410,3039313239,Paul Steele,steeleyp_,-0.3612
1232,0,2020-04-08 17:34:32,0,1247940907778879490,0,Twitter for Android,@oneplus you money grabbing bastards. Looking at what the new phones will cost makes you cunts just like apple. Fuc… https://t.co/07UwCXKwkA,2019-10-01 18:43:20,19,425,1179104457356972033,44,azhPMy1YH2tInob,-0.7506
1236,0,2020-04-08 17:33:00,0,1247940519885279232,0,Twitter for Android,@vantespianist sksksks pretty samsung flip can you buy me that too 🥺 but the point is why do you even make the album of me damn,2019-01-02 20:58:59,622,324,1080569162018082816,eugie♡meliekoo PRINCESS ANAEL DAY,spicaspoet,-0.3506
1249,0,2020-04-08 17:27:59,0,1247939257165119488,0,Twitter for iPhone,"@HBONowHelp Are there any problems with HBO in Spain? It’s not working on our Samsung tv, the app keeps loading but… https://t.co/r6yLpwaGhv",2010-04-02 14:04:01,609,739,128885677,Dorien Cox,doriencox,-0.4019
1262,0,2020-04-08 17:24:44,0,1247938442220183560,0,Twitter for Android,@vaughany_fid @Andreslop2020 @PokemonMasters mine is a Samsung Galaxy M30 and I don't know if lag is a problem with… https://t.co/NCCRKTfrYm,2016-04-09 13:19:05,50,8,718790337213394944,NShF,NShF_PSM3,-0.169
