,brand,created_at,favorite_count,id,retweet_count,source,text,user_created_at,user_followers_count,user_friends_count,user_id,user_name,user_screen_name,sentiment
494,0,2020-04-08 22:04:18,0,1248008795596279813,0,Twitter Web App,@Samsung_Pak WE WANT THIS ON TELEVISION PLEASE,2018-01-23 08:33:43,1484,2191,955720186644099072,ᴍʏ ᴛɪᴍᴇ ♡,BangtanBoys6666,0.6207
498,0,2020-04-08 22:01:05,0,1248007987358101504,0,Twitter for Android,"@Samsung_Pak We want these ads on Pakistani tv channels as well please 💕✨ 
#JIMIN @BTS_twt https://t.co/nouvLCCoIU",2018-10-15 00:54:11,471,424,1051637324931575810,🖤Jimin's Swan⁷🖤,MishiJimin,0.5719
499,0,2020-04-08 22:01:00,1,1248007966046879744,0,Twitter Web App,"@manankataria22 @Teh_Organism @Barnacules Use whatever makes you happy. 

Apple didn't make me happy, their UI was… https://t.co/tdH9V4TkTK",2007-09-10 22:06:32,249,83,8796282,MsNikita™ @ msnikita.tv,MsNikitaTV,0.8126
500,0,2020-04-08 22:00:48,1,1248007914473676803,0,Twitter for Android,"@Samsung_Pak @MOROGAESO We want these ads on Pakistani tv channels as well please 💕✨ 
#JIMIN @BTS_twt https://t.co/nouvLCCoIU",2018-10-15 00:54:11,471,424,1051637324931575810,🖤Jimin's Swan⁷🖤,MishiJimin,0.5719
505,0,2020-04-08 21:59:02,0,1248007470208806912,0,Twitter for Android,"@Samsung_Pak We want this ads on Tv #BTSPakistanSamsungAd 
#BTS #BTSPAKISTAN #BTSARMY @BTS_twt",2017-09-27 20:56:58,13,134,913145462328369152,ash⁷,crazyforBTS_7,0.0772
506,0,2020-04-08 21:56:29,0,1248006830543929344,0,Twitter for Android,@MauriQHD Okay but neither Samsung nor Qualcomm don't cheat on these chips so we can compare them freely,2012-06-27 17:20:03,59,95,620182606,matix1000000,matix1000000,0.3934
507,0,2020-04-08 21:55:42,0,1248006629997461504,0,Twitter for Android,@lohiii_ I use samsung rn bt definitely an iPhone,2018-05-08 15:36:25,849,880,993877289162199040,Minenhle_fuze,minenhle_fuze,0.4019
514,0,2020-04-08 21:51:57,1,1248005685947686913,0,TweetDeck,"@Skrill_Dilly yeah, honestly I have no clue. all I know is what they tell me, since I really don't follow the A ser… https://t.co/yDJt0aUps1",2009-04-09 22:13:52,3388,135,30081425,Tim Wrobel,Timotato,0.4588
520,0,2020-04-08 21:50:47,1,1248005395030740992,0,Oracle Engage,"@MollyDeckher Thanks for clarifying that for us. If you haven't yet, please try the troubleshooting steps in this l… https://t.co/YAmIrrdzC9",2015-01-09 16:10:50,10858,6,2969909469,@HBONowHelp,HBONowHelp,0.3895
522,0,2020-04-08 21:50:25,0,1248005301724299265,0,Twitter Web App,@ClaireMacNamee @disneyplus Well worth it.  If you have a Samsung or LG smart TV &lt; than 3 years old you can play it… https://t.co/5hmQ8DsA7z,2011-07-17 02:36:04,887,455,336881506,Vinny Osborne 🇮🇪,VinnyOsborne,0.7964
523,0,2020-04-08 21:50:11,0,1248005243167629313,0,Twitter Web App,"@Lordsweeny Cheater sucks in MP Ranked imand All for #1 BR but what now?

Want to kiss Poppy &amp; Branch you know.

S2… https://t.co/UJngRI6cxg",2019-11-23 18:31:13,9,40,1198307982234148864,Bryan Cyriel Ramo,PoppyDWTrolls7,0.2846
527,0,2020-04-08 21:47:16,1,1248004508564652033,0,Twitter for Android,@Samsung_Pak @MOROGAESO Please play this on tv,2019-10-10 13:04:20,182,971,1182280568131788801,jamelesskookies🍪,bts_mania4,0.5719
528,0,2020-04-08 21:47:01,0,1248004448468664321,0,Twitter for iPhone,@_amasse hi alex!! i am so super duper excited and grateful for you creating this game and i would LOOVEE to be abl… https://t.co/pkE8FFJF7v,2020-04-08 21:36:21,4,10,1248001728609488896,madi,madi74640837,0.9251
531,0,2020-04-08 21:45:51,0,1248004151373488128,0,Twitter for Android,@jaymelbe I can show you a lot of good pictures on Samsung phones (this: Note 10) https://t.co/m2XKDG54Be,2012-02-01 14:18:49,260,521,480447829,Pino,madpiino,0.4404
532,0,2020-04-08 21:45:17,1,1248004011661246465,0,Twitter for iPhone,"@_Nick_Ackerman As an Apple/iPhone user, i think this is great. Being able to get a decent modern looking phone und… https://t.co/IpnRfSQSmA",2018-07-04 23:46:42,318,302,1014656779488071681,Dean's Life Design,DesignDean,0.6249
535,0,2020-04-08 21:44:49,0,1248003890957746176,0,Twitter for Android,"@CalFerguson Yea there good laptops and the support is excellent, they normal use Samsung in there SSD, there a goo… https://t.co/AfWU828Nro",2011-02-14 09:56:32,173,446,252023506,Cooke,Anthonycooke360,0.8519
536,0,2020-04-08 21:43:32,1,1248003569963241473,0,Twitter for Android,"@Samsung_Pak ARMYS GONNA REALLY APPRECIATE IF YOU PLAY THIS AD ON TELEVISION. PLEASE DO THIS. WE PURPLE YOU. 💜💜💜 
#BTSARMY #BTS @BTS_twt",2019-12-27 01:26:27,245,329,1210371071926571014,Aasi Kook⁷◕ ‿ ◕｡🇵🇰,Aasi_Kook,0.8916
542,0,2020-04-08 21:41:19,0,1248003013622616065,0,Twitter for Android,"@Samsung_Pak We want this ad on pakistani tv channels please!
@BTS_twt",2018-10-15 00:54:11,471,424,1051637324931575810,🖤Jimin's Swan⁷🖤,MishiJimin,0.4389
543,0,2020-04-08 21:41:01,0,1248002936958943232,0,TweetDeck,"@Skrill_Dilly yeah, there's a model of the A51 that has been available for some time. did you import it? samsung li… https://t.co/SlJEIeyGQ3",2009-04-09 22:13:52,3388,135,30081425,Tim Wrobel,Timotato,0.296
545,0,2020-04-08 21:39:30,0,1248002553322917890,0,Twitter for iPhone,@HBONowHelp A Samsung smart tv,2011-02-13 17:13:27,355,404,251689406,Molly Decker,MollyDeckher,0.4019
546,0,2020-04-08 21:39:02,0,1248002437279027200,0,Twitter for Android,@madpiino I am not sure... But I guess this A5 will be my last Samsung device. The only nice thing with Samsung is… https://t.co/WNF2ej5dM7,2008-11-28 22:41:50,406,525,17721777,I am Surface Neo 🇧🇪❤️🏴󠁧󠁢󠁳󠁣󠁴󠁿,jaymelbe,0.4215
547,0,2020-04-08 21:37:58,3,1248002168986030080,1,Twitter for Android,@Samsung_Pak @muleika3652 We want this add on Pakistani channels please 🥰,2019-11-07 15:13:42,75,209,1192460019176034305,MOARMY⁷,AyanKha27201926,0.3818
550,0,2020-04-08 21:37:33,0,1248002063553851392,0,Twitter for iPhone,@diamonddt_ What do you call security guards working outside of Samsung?,2019-07-05 05:23:52,5,72,1147013201193836546,Alondra,Alondra23060,0.34
555,0,2020-04-08 21:35:42,0,1248001600003637253,0,Twitter for Android,"@Samsung_Pak cool
https://t.co/pV3Z25cdLl",2019-12-24 18:54:43,5,27,1209547879670583297,PARK JIMIN'S HOT,chimmyjensetter,0.3182
556,0,2020-04-08 21:35:34,0,1248001563278352387,0,Twitter for Android,@SamsungSupport Why can't we delete basic apps like Prime Video and Disney+ on a Samsung smart TV?,2009-08-12 00:04:13,66,169,64870992,Mark Zucca,zukes2000,0.6369
557,0,2020-04-08 21:34:04,0,1248001188089466880,0,Twitter for Android,"@GrabsterTV @imveethis @it_meirl_bot Yeah I hear the pixel lineup is a pretty good line of phones, pure Android is… https://t.co/zzZcpQHeyW",2015-12-18 13:03:58,860,504,4524840323,Nick H,uhNickz,0.8074
559,0,2020-04-08 21:33:05,0,1248000941430837249,0,Twitter for Android,"@NHLBlackhawks Verbal, 9, Samsung Galaxy S9, Black please 🥺🥺🥺
I miss you guys ❤🖤❤🖤",2015-12-16 05:41:20,930,1761,4499758757,AJ/Verbal,ABlackhawksGuy,0.1779
563,0,2020-04-08 21:32:10,0,1248000707887804422,0,Twitter for Android,@NianticHelp @PokemonGOSupprt Pokemon go will not run on My Samsung Galaxy S20+. Do you have a solution?,2009-05-21 12:11:54,11,23,41574237,Kasper Mortensen,kwmdk,0.3182
564,0,2020-04-08 21:32:09,1,1248000704746323968,0,Twitter Web App,"@uhNickz @imveethis @it_meirl_bot If you want my suggestion, get a Google Pixel or any of the Samsung S series phon… https://t.co/miYzRuDU4G",2016-11-14 17:21:02,733,139,798214168495214592,Grabster ⬤,GrabsterTV,0.0772
567,0,2020-04-08 21:30:54,0,1248000389829595138,0,Twitter Web App,"@Keiththecop I just checked. I'm streaming from my samsung phone to chromecast perfectly. Working beautifully. Thanks as always, Keith.",2015-02-19 01:13:39,5,87,3044732007,Astro Fat,Pupi5910,0.8957
569,0,2020-04-08 21:30:19,0,1248000242907336706,0,Twitter for Android,@Samsung_Pak Plz we want this ad on tv 💜,2019-09-03 05:10:02,39,166,1168752940057800704,zuha🦋⁷♡,kookorphic,0.1531
570,0,2020-04-08 21:29:55,0,1248000141895692288,0,Twitter for iPhone,@ohhoshua @kateszn Might as well just buy a Samsung an Xbox,2020-02-16 01:50:41,20,494,1228859164358823936,Elliott,wtb_elliott,0.2732
571,0,2020-04-08 21:29:18,20,1247999987776028678,1,Twitter for Android,@samsung_dev TRON is our real chance for mass adoption.,2016-03-27 18:27:22,427,198,714156875919532032,TicTacToc,DenisCpoker,0.25
573,0,2020-04-08 21:28:05,0,1247999681063337984,0,Twitter Web App,@Samsung_Pak We want this add on TV on all channels,2019-07-03 19:20:30,11,19,1146498972380467200,Laiba Mansoor,LaibaMansoor7,0.0772
575,0,2020-04-08 21:26:09,0,1247999193366564865,0,Twitter for Android,@Samsung_Pak We want to see this #BTS Ad on our TV screen's and in our local market's too. Kindly make it happen.… https://t.co/OcbaL5abYz,2013-02-06 08:12:08,886,1005,1153330124,Naveen Ghani 2013 🇵🇰,Naveen_Ghani,0.5423
576,0,2020-04-08 21:25:49,1,1247999110042583040,0,Twitter for Android,@Samsung_Pak We want to see this #BTS Ad on our TV screen's and in our local market's too. Kindly make it happen.… https://t.co/5UrLtTxnhF,2013-02-06 08:12:08,886,1005,1153330124,Naveen Ghani 2013 🇵🇰,Naveen_Ghani,0.5423
577,0,2020-04-08 21:24:17,6,1247998724669767680,0,Twitter for Android,@SuperSaf Wish Samsung backs were matte. Like the frosted glass. Would be awesome on the Note20 series! 😍🙌🏻,2011-12-20 00:24:31,274,189,441337844,David Berg,davidberggg,0.8553
579,0,2020-04-08 21:22:25,3,1247998254270353411,0,Twitter Web App,@SmithsonJuan I've got an oldish Samsung. Works fine.,2016-09-15 15:39:22,3458,2273,776445308171538432,Brian Firth Esq. 👌 #Englishmxn,Crosscolin88,0.2023
580,0,2020-04-08 21:22:16,0,1247998217767260160,0,Twitter Web App,@Samsung_Pak We want this add on TV plz do that plz plz,2019-07-03 19:20:30,11,19,1146498972380467200,Laiba Mansoor,LaibaMansoor7,0.296
581,0,2020-04-08 21:22:13,2,1247998206006431752,0,Twitter Web App,"@Skypegrammy505 @cov_Gretchen Thanks, Learned that today. My Samsung J7 has removable battery that will come out if needed.",2019-11-17 14:49:36,11,50,1196077725603303424,CR,Craig24909898,0.4404
582,0,2020-04-08 21:22:03,0,1247998163945914375,0,Twitter for Android,"@nyaaaaxp @NexusBen Especially in UK or EU, samsung phones are always on discount, so it'll be price matched with oneplus lol",2016-08-17 15:29:35,94,54,765933600940359680,𝙈𝙤 🍉,omgitzmo_,0.4215
583,0,2020-04-08 21:21:58,0,1247998143482003456,0,Twitter for Android,"@Samsung_Pak BILLBOARDS AND ADVERTISE IT ON TV COME ON SAMSUNG YOUR RICH ASF GIVE OUR BOYS SOME PUBLICITY🥺💜
pretty… https://t.co/Ja3KglsWd2",2019-12-16 05:17:21,46,100,1206443025410514944,♡sadia⁷,SadiaArmy,0.6523
585,0,2020-04-08 21:21:37,0,1247998054072025090,0,Twitter for Android,@Samsung_Pak Please play it on billboards and a BIG thanks💜,2019-02-09 13:25:06,356,256,1094225680580124673,UGH!! 우리는 방탄이다. ❤🇵🇰,BTSislovelife,0.5719
588,0,2020-04-08 21:20:43,0,1247997826711171073,0,Twitter for iPhone,@MarcSettle That’s interesting - I’ve tested it on Samsung mobiles (for example) and works perfectly fine - I use a… https://t.co/PcfzFvM6HY,2011-09-22 08:55:09,2993,1200,377892211,Mobile Filmmaking,gofilmit,0.8271
591,0,2020-04-08 21:20:03,0,1247997661560659975,0,Twitter for Android,@Samsung_Pak @bts_pk_official eeeeee we want this on TV,2018-10-29 21:20:54,3,32,1057019467870453760,Tiny Panda,TinyPanda9,0.0772
593,0,2020-04-08 21:18:38,1,1247997302813257728,0,Twitter for iPhone,"@GurtHove Lol! Good luck, Suckuh! When my current dryer just died, the experienced independent service guy told me,… https://t.co/Y276hwC0XZ",2013-02-14 17:08:38,414,852,1179786925,vicki olthoff,VOlthoff,0.6892
597,0,2020-04-08 21:17:28,0,1247997010185158661,0,Twitter Web App,@Samsung_Pak We want this ad on TV please 🙏,2020-02-05 17:25:04,22,31,1225107513315659778,Tooba Jameel,ToobaJameel3,0.3818
599,0,2020-04-08 21:15:14,0,1247996448228151297,0,Twitter for Android,"@starwars The Force Awakens 10""Tab Case zip cover sleeve Fit #Samsung #ipad 2 3 4#S via @eBay_UK
https://t.co/UGcAccvKq1",2010-09-16 07:24:21,157,571,191356640,Cristina Ferreras,Cris_ast85,0.3612
600,0,2020-04-08 21:14:51,0,1247996350903357440,0,Twitter for Android,"@samsungmobileng Samsung, please I want this 👏👏",2013-07-13 09:50:36,34,98,1590603810,Hunterarrive,hunterarrive1,0.3818
601,0,2020-04-08 21:14:46,0,1247996330531860480,0,Twitter for Android,@Samsung_Pak We want this ad on tv plzz @Samsung_Pak @BTS_twt,2019-11-01 12:49:16,30,86,1190249329375752194,seher,k00_007,0.0772
602,0,2020-04-08 21:14:36,0,1247996286889914369,0,Talon Android,"@LBPHeretic SamKnight: ""but Samsung hemless update was so much better. Google is going to just mess it up.""",2010-04-03 04:32:18,80,129,129091636,(つ⋟﹏⋞)つ︵ ┻━┻,Panzer_z,0.2541
604,0,2020-04-08 21:13:24,0,1247995986531639296,0,Twitter for Android,"@DbDMobile I have a Samsung Galaxy A Tablet,can I still play Dbd Mobile?",2019-05-03 22:51:34,4,18,1124446427210440704,Foxy Plushie,Foxy79194416,0.34
615,0,2020-04-08 21:07:21,0,1247994463944945665,0,Twitter for Android,@derooy89 I want a phone mostly for camera quality and with enough cute cases available. So it is either samsung or iphone,2018-10-29 19:17:31,554,132,1056988417626648577,Adia Cosplay * Patreon,AdiaCosplay,0.5106
616,0,2020-04-08 21:07:00,1,1247994377160491014,1,Twitter for iPhone,"@JxcinaLamina_ Exactly, now people want 3 generators, washing machines, 7pcs of Super Wax &amp; 72” Samsung curve TVs🤦🏽‍♀️🤦🏽‍♀️",2011-10-22 09:21:51,483,434,395822023,SXNZ🌹,caix__,0.6369
620,0,2020-04-08 21:06:00,0,1247994124474687488,0,Twitter Web App,@Samsung_Pak we want this ad in tv,2020-04-08 10:25:47,4,49,1247832922507350016,hushalmoon,hushalmoon,0.0772
622,0,2020-04-08 21:05:43,0,1247994053586817024,0,Twitter Web App,@Morris286 What have you got? Looking at Samsung 10e at the minute. Same size as new iPhone and good specs,2011-12-28 01:15:49,652,271,448456665,Nuahs,HSV_Valiant,0.4404
623,0,2020-04-08 21:05:43,0,1247994052366172162,0,Twitter Web App,@Samsung_Pak we want this ad on tv,2020-04-08 10:25:47,4,49,1247832922507350016,hushalmoon,hushalmoon,0.0772
625,0,2020-04-08 21:04:11,1,1247993666464964609,0,Twitter for iPhone,@Samsung_Pak BETTER PLAY THIS ON EVERY MEDIA CHANNEL THROUGHOUT THE DAY. need the full add for a month on every scr… https://t.co/GmGy97Bmwt,2009-10-09 20:30:05,4970,575,81195781,rameeza,Rameezay,0.7761
626,0,2020-04-08 21:03:50,2,1247993578648940545,0,Twitter Web App,@Samsung_Pak Pleaseeeeee we want this ad on TV on Pakistani channels as pleaseeeee 😍😍💜💜,2019-12-05 13:15:16,528,587,1202577083135877120,Ayesha 7,AandhiMainPyaar,0.0772
628,0,2020-04-08 21:03:45,0,1247993559778762752,0,Twitter Web App,@robby_payne @wesspeak Why would Samsung think that anyone would want to buy an ultraportable that lasts half a wor… https://t.co/ZUYRChvtYO,2018-12-14 18:34:50,22,145,1073647516405678080,Ben Miller,chromechronicIe,0.0772
629,0,2020-04-08 21:02:47,0,1247993314961432577,0,Twitter Web App,"@colorosglobal Ok, but the trials have been going forever now. My wife's samsung is already on Android 10.",2018-01-23 11:30:03,1,27,955764561843539969,Kin of the stars,kin_ofthe_stars,0.1531
636,0,2020-04-08 20:58:58,1,1247992352758784007,0,Twitter for Android,@Samsung_Pak We want to see this #BTS Ad on our TV screen's and in our local market's too. Kindly make it happen.… https://t.co/VZHlvCnMJE,2013-02-06 08:12:08,886,1005,1153330124,Naveen Ghani 2013 🇵🇰,Naveen_Ghani,0.5423
638,0,2020-04-08 20:57:54,0,1247992085191561216,0,Twitter for Android,@Samsung_Pak #BTSPakistanSamsungAd omggggggg 🇵🇰🇵🇰🇵🇰🇵🇰 love you BTS . Army for ever💜,2020-02-06 13:26:21,5,64,1225410209008562178,Husna 💜,HusnaHu02310254,0.6369
640,0,2020-04-08 20:57:46,0,1247992053100883971,0,Twitter for iPhone,@Samsung_Pak Use this on tv please 🥺💜,2019-10-13 09:57:50,15,25,1183320551202447361,SUGAR KOOKIE,jdope0_1,0.3182
641,0,2020-04-08 20:57:14,0,1247991919851888640,0,Twitter for Android,@kayosports_help I just re joined and tried to watch the 1998 NRL grand final via the Samsung TV app and it doesn't work. Well done.,2011-02-27 10:01:13,642,3048,258272093,Ben Costelloe,oethesaint,0.2928
643,0,2020-04-08 20:56:28,0,1247991726377242624,0,Twitter for iPhone,@saloe2398 @TheVillageCeleb Ah u knw other mobile fons ar mo expensive thn iphone bt pipo stil thnk if u gt fon wth… https://t.co/77ezR8ngbJ,2019-02-11 09:10:03,11,15,1094886269111468032,Rabii Raboski,taufuramera,0.2732
646,0,2020-04-08 20:55:45,0,1247991544059174917,0,Twitter for Android,@AY05UGA Okay so I did all that but they don't give me an option to mute words. I guess it differs because I have a Samsung 🤧,2018-07-02 16:32:53,689,1077,1013822828670521344,Stacy⁷- UGH!,TaeTaesBigEars,0.1154
647,0,2020-04-08 20:55:40,0,1247991524639625217,0,Twitter for Android,@vincetogawa I have a Samsung you're safe,2019-07-19 14:18:22,335,302,1152221140976377856,Jabaar,jabaarpenoo,0.4404
649,0,2020-04-08 20:55:18,0,1247991431651876864,0,Twitter for Android,@shiben And the virus can stay on copper 4-8 hours. Just use 70% alcohol to clean your phone regularly. Apple and S… https://t.co/5rHRseWjuy,2009-07-24 05:52:31,369,1126,59704304,Pisut is staying at home,pwisessing,0.4019
654,0,2020-04-08 20:51:51,0,1247990561472200704,0,Twitter Web App,"@liamgallagher Of course, I had an LG 40” wide  screen, loved it but upgraded to a Samsung 55” last Christmas.",2020-03-05 20:30:38,1,3,1235663966371799041,T4kbi4,_R3d17,0.3506
655,0,2020-04-08 20:51:49,0,1247990555025473536,0,Twitter for Android,@Samsung_Pak Please play it on tv😭😭,2018-12-01 19:24:19,123,292,1068948928312291334,ѕωєєт ηιgнт⁷,_bts_aarmyy,0.5719
658,0,2020-04-08 20:51:35,0,1247990494665326592,0,Twitter Web App,@Samsung_Pak Play this on tv,2011-10-31 16:53:03,2926,2951,402157686,𝕶𝖎𝖒𝖍𝖆⁷,silkhafsa,0.34
662,0,2020-04-08 20:49:38,0,1247990003587854345,0,Twitter for Android,@Samsung_Pak WE WANT IT ON TELEVISION,2019-03-14 21:41:21,677,757,1106309362459574272,𝐉𝐢𝐲𝐚⁷,JoonsCrabbie,0.2577
663,0,2020-04-08 20:49:32,0,1247989980619735041,0,Twitter for Android,@Samsung_Pak PLEASE GET IT ON TV,2019-03-14 21:41:21,677,757,1106309362459574272,𝐉𝐢𝐲𝐚⁷,JoonsCrabbie,0.4648
665,0,2020-04-08 20:49:08,0,1247989878178144257,0,Twitter for iPhone,@LGUS Another pic of my 1 year old LG TV! Samsung next for sure! https://t.co/mL4eFAHhaa,2010-03-22 17:13:38,24,196,125390714,Marcus,Marcoisthe,0.4374
668,0,2020-04-08 20:47:58,0,1247989585289740288,0,Twitter for Android,"@lasterd80 @MaxWinebach @AravindFZS @Rj1290r I 💯 agree with Max here.
I said that because I see you everywhere alwa… https://t.co/vKYoRPpvUF",2017-11-28 07:49:36,13,129,935415361926811648,Menuka Samarakkody,Menuka_Samare,0.3612
670,0,2020-04-08 20:47:27,0,1247989457510436866,0,Twitter for Android,@Samsung_Pak Please make a bts TV add for Samsung Pakistan 🇵🇰 pleaseeeeee @BTS_twt,2020-03-26 13:34:35,73,213,1243169269417938944,BTS UPDATES,BTSUPDATESOFC,0.3182
672,0,2020-04-08 20:47:03,1,1247989356834557962,0,Twitter for Android,"@fnveenie Nothing huge, it's a 100 watt quantum board LED gonna do nicely for my 3 x 3 tent. Got samsung led's in it.",2011-07-19 15:30:28,220,360,338428122,Jean Robert Fournier,DjayBobb,0.2354
673,0,2020-04-08 20:46:54,1,1247989317106110464,0,Twitter for Android,@Samsung_Pak Samsung Pakistan has finally tweeted about BTS go and retweet the tweet and comment that you want this… https://t.co/CjgySjyCou,2020-03-26 13:34:35,73,213,1243169269417938944,BTS UPDATES,BTSUPDATESOFC,0.0772
674,0,2020-04-08 20:45:07,0,1247988870907658240,0,Twitter for Android,@Samsung_Pak Yes yes,2020-02-26 10:31:04,21,202,1232613988514648065,Sarah,SarahAmjad20,0.6597
675,0,2020-04-08 20:44:32,3,1247988720747364353,0,Twitter for iPhone,@Chicago_Scanner Lmao specifically samsung 😂,2009-09-27 01:45:17,204,305,77629541,Louis 🌹,ResaLoution,0.5994
676,0,2020-04-08 20:43:55,0,1247988564828336133,0,Twitter for Android,@Samsung_Pak We want it on tv,2020-01-05 11:10:47,71,280,1213779806040379393,💜 INNER CHILD 💜,taehyungshiii__,0.0772
677,0,2020-04-08 20:43:53,2,1247988558972977153,0,Twitter for Android,@Samsung_Pak @bts_pk_official Oh Lord PLEASE put this on air PLEASE,2018-01-31 13:17:21,117,354,958690666145599490,ㅠㅅㄴ ㅔㅁㅍㄷㅇ 솓 ㅈ묘⁷-²⁰¹³,SilverSilt,0.7241
681,0,2020-04-08 20:43:10,0,1247988376063664129,0,Twitter for Android,@PeteLau I dont know but it look like daytime i think companies with nightmood just make the night like daytime except samsung,2019-05-10 00:20:03,27,216,1126643024161845251,Perfect,Prob53832028,0.7579
682,0,2020-04-08 20:42:26,0,1247988194597101568,0,Twitter Web App,@Samsung_Pak WE WANT THIS ON TV CHANNELS,2019-09-02 04:49:05,76,453,1168385218643922944,ʲᶤ𝔪𝔦ⓝ 𝐀я𝓜𝔞𝐧𝕋𝓸🍯🌙⁷,bts_amna,0.2577
684,0,2020-04-08 20:41:22,0,1247987926300086273,0,Twitter Web App,"@Samsung_Pak 
PLZZ PLZZ WE WANT THESE ADS IN PAKISTANI CHANNELS
THANK YOU WE WILL BE THANKFUL",2019-09-02 04:49:05,76,453,1168385218643922944,ʲᶤ𝔪𝔦ⓝ 𝐀я𝓜𝔞𝐧𝕋𝓸🍯🌙⁷,bts_amna,0.8657
685,0,2020-04-08 20:40:55,20,1247987811778793472,2,Twitter for Android,"@Samsung_Pak We hope this gets played on Pakistani tv channels soon💜

@BTS_twt #BTS",2016-12-30 15:09:34,18475,273,814850926678777856,BTS Pak Official⁷ l 🇵🇰,bts_pk_official,0.6486
686,0,2020-04-08 20:40:41,1,1247987754635530251,0,Twitter for Android,@Glen01368227 Thanks Glen! I've just done what you said &amp; it seems to work 🤞🤞👍. This is weird though as my Samsung… https://t.co/Jje9cDqwjD,2012-08-22 14:30:59,10617,10083,773798108,Sue Whitaker,SueWhitaker11,0.3595
689,0,2020-04-08 20:40:23,0,1247987677024092162,0,Twitter for Android,@MillwallFC Samsung please,2011-05-22 07:29:43,135,332,303062739,David Berry,davidgberry,0.3182
691,0,2020-04-08 20:37:42,0,1247987000743014402,0,Twitter for iPhone,"@DJLSQUARED Us, non big money people have stuck to Samsung and like company.",2013-05-20 18:07:14,1940,1499,1444372500,Rush,russianjop,0.128
694,0,2020-04-08 20:37:20,0,1247986908564557824,0,Twitter for Android,@t1ayanokoji @Shivamking__ @ashertech @MaxWinebach I agree them there are lot of space that doesn't suit with one h… https://t.co/T8TrEL8qD2,2019-03-03 08:30:07,54,680,1102123976560726016,Jayant Rohila 💭,jayant_rohila,0.3612
698,0,2020-04-08 20:35:29,0,1247986445094137856,0,Twitter for Android,"@Niyaz67637086 @oneplus Battery life is really good, gives me atleast 18hrs on single charge. I've not used a Samsu… https://t.co/dtSBzIYzFZ",2012-03-15 13:51:08,254,414,525388803,Hussein,Hjiwaji,0.4927
699,0,2020-04-08 20:34:31,0,1247986199182094337,0,Twitter for Android,@Ben_Lass45 @DKSZNN @NewEraZach I wouldnt feel bad because the s10 is top notch. Dont just hate on it because its S… https://t.co/DN8wm8CSl9,2020-03-05 03:17:19,55,455,1235403949315895298,Jason Dominy,JasonDominy10,0.7682
701,0,2020-04-08 20:33:19,1,1247985898198913025,0,Twitter for Android,"@obakes445 @IcyDiggs It runs on more phones than just Samsung, but yes, it is the operating system Samsung phones use.",2014-09-15 13:38:00,707,979,2771078079,𝔼𝕧𝕒𝕟 ®,evanatort1600,0.5499
707,0,2020-04-08 20:30:40,0,1247985234039181312,0,Twitter for Android,@Samsung_Pak Please on Tv plzzzzzzzz,2019-09-13 13:11:02,810,904,1172497861881270272,Pakistani ARMYS BTS⁷🇵🇰 🇰🇷파키스탄,muleika3652,0.3182
708,0,2020-04-08 20:30:34,0,1247985206860144640,0,Twitter for Android,"@pintsizePiTCH I have the Samsung and love it, from what I researched all very similar, the Mrs has a Garmin and ge… https://t.co/OaK6WQbMFp",2011-10-06 10:14:04,689,803,385900975,Stephen may have wine 🇪🇺 & many European things,RiojaPlease,0.6369
710,0,2020-04-08 20:30:26,0,1247985174333329409,0,Twitter for Android,@SamsungHelpUK  Are you able to direct me in how to set up an Xbox One controller to my Samsung Galaxy S20 Ultra 5G thanks!,2020-03-22 23:14:51,1,11,1241865912808099842,Matthew Hares,hares_matthew,0.4926
714,0,2020-04-08 20:28:49,1,1247984768702087169,0,Twitter for Android,"@JenG1210 I bought a 65 linsar 4 year ago, think hisence is pretty much the same tv, a dont see any difference betw… https://t.co/nKTXAMKISM",2017-08-08 17:46:42,575,896,894978186244755456,James.,james7878787878,0.4939
715,0,2020-04-08 20:28:13,0,1247984614301241344,0,Twitter for Android,"@NHLBlackhawks Helping a friend who doesn't have twitter:

Kwong, 13, Black Jersey, Samsung S9 (same screen ratio as iPhone X)",2013-01-19 04:40:50,513,418,1102779270,𝗜𝗮𝗻𝘄 🇨🇦,ianwcanucks,0.6597
719,0,2020-04-08 20:27:18,0,1247984383161552896,0,Twitter for Android,"@suraj_mk LOL Designed to stay my friend 😁
https://t.co/8nx3WljGwT",2009-07-21 03:18:19,1061,237,58688095,Darker Knight,DarkerKnight,0.7739
723,0,2020-04-08 20:24:59,0,1247983802397401088,0,Twitter for Android,"@CNET I haven't bought recent Samsung tablets because they're too big.  8"" is my sweet spot.",2016-09-03 21:10:46,44,86,772180053501313024,Jeff Cavanagh,jeff_cavanagh,0.4588
726,0,2020-04-08 20:22:33,0,1247983190293315585,0,Twitter for Android,@Samsung_Pak We want these ads on tv please,2019-08-29 17:00:55,351,410,1167119208024608773,Malia-🇵🇰❤,BtsMyEuph0ria,0.3818
727,0,2020-04-08 20:21:59,0,1247983047250718720,0,Twitter for iPhone,@MemesCentraI The Samsung Smart Fridge M840 🥵🥵🥵,2020-04-08 05:49:15,0,28,1247763385669668871,chief dumbass,chief_dumbass,0.4019
